cik,gvkey,company_name,tic,cusip,sic,naics
0007821260,14640.0,WOMENS GOLF UNLIMITED INC,WGLF,97815W100,3949.0,339920.0
0007821450,61186.0,PLAYNET TECHNOLOGIES INC,PLYI,727914103,7372.0,511210.0
0007823790,12104.0,VECTRA TECHNOLOGIES INC,VCTRQ,922399100,4955.0,562112.0
0007828190,14011.0,GLAMIS GOLD LTD,GLG.2,376775102,1040.0,212221.0
0007828390,12188.0,SISCOE CALLAHAN MINING CORP,4524B,82968C101,1311.0,211111.0
0007828420,11819.0,GLEACHER & COMPANY INC,GLCH,377341201,6211.0,523110.0
0007828750,13516.0,BREAKWATER RESOURCES LTD,BWLR,106902703,1000.0,212231.0
0007828790,13463.0,CONTINENTAL MINERALS CORP,3KMKCF,211653100,1040.0,212221.0
0007829950,11948.0,AT COMM CORP,ATCM,00208K105,3576.0,334119.0
0007829990,12302.0,MANAGEMENT GRAPHICS INC,3MGGRF,56169C102,7372.0,511210.0
0007830050,15337.0,EMMIS CORP,EMMS,291525400,4832.0,515112.0
0007830080,12903.0,FALCON CABLE SYSTEMS  -LP,FAL.1,305902108,4841.0,5132.0
0007831400,11938.0,TELECAST INC,TCST10,879266104,4841.0,513220.0
0007831410,11802.0,BUEHLER INTERNATIONAL INC,5622C,119048106,3826.0,334516.0
0007832090,31120.0,EUROGAS INC,EUGS,298734104,1311.0,211111.0
0007832330,11987.0,ACC CORP,ACCC.,000794107,4813.0,513310.0
0007832340,13475.0,GNB INC,4661B,361905904,3690.0,33.0
0007832650,11823.0,ALL AMERICAN COMMUNICATIONS,AACI.1,016480204,7812.0,512110.0
0007832660,15450.0,GROWTH DEVELOPMENT CORP,3GDCXQ,399862101,7997.0,713910.0
0007832780,12687.0,ST JOE GOLD CORP,SJG,790149108,1040.0,212221.0
0007832800,13510.0,DUKE REALTY CORP,DRE,264411505,6798.0,531120.0
0007832820,11876.0,COLONIAL GROUP  -CL A,COGRA,195699103,6282.0,523920.0
0007832840,184699.0,INTEGRATED FREIGHT CORP,IFCR,458166105,4213.0,484121.0
0007833190,11834.0,SUNBELT NURSERY GROUP INC/DE,SBNR,866925100,5200.0,444220.0
0007833240,12321.0,VISTA GOLD CORP,VGZ,927926303,1040.0,212221.0
0007833250,11550.0,WEC ENERGY GROUP INC,WEC,92939U106,4931.0,2211.0
0007833270,12354.0,INTER GLOBE RESOURCES LTD,IGRLF,458242104,5812.0,722.0
0007833960,2966.0,CHEMICAL INVESTORS INC,CHMLQ,163742109,2670.0,
0007834120,12568.0,DAILY JOURNAL CORP,DJCO,233912104,7372.0,513210.0
0007834250,1311.0,ALC COMMUNICATIONS INC,ALC.2,001575307,4813.0,513310.0
0007834540,122518.0,MONSTERDAATA INC,ENVG,29404R101,7374.0,518210.0
0007834580,12224.0,DAYS INNS CORP,DAYS,239624208,7011.0,721110.0
0007834600,11900.0,TERRA MINES LTD,TMEXF,881004105,1000.0,212.0
0007834830,12393.0,4G DATA SYSTEMS INC,3GGGG,350849105,5045.0,421430.0
0007836030,66681.0,AMERICAN SAFETY INS HLDG LTD,ASI,G02995101,6331.0,524126.0
0007836040,16718.0,EAGLE BANCSHARES INC,EBSI.1,26942C109,6035.0,522120.0
0007837280,12814.0,RIDGEWOOD HOTELS INC,3RWHTE,766234108,7011.0,721110.0
0007837350,21546.0,DISCOVERY SYSTEMS LTD,6822B,254679202,2836.0,325414.0
0007837380,23051.0,GLOBAL MAINTECH CORP,GBMT,37941A101,3571.0,334111.0
0007837390,19049.0,BANCTRUST FINANCIAL GRP INC,BTFG,05978R107,6020.0,522110.0
0007838500,17017.0,PONCEBANK,PBK.,73236Y108,6035.0,522120.0
0007839940,12772.0,INTERCONTINENTAL ENTERPRISES,ENTI.,458565108,6211.0,523110.0
0007839950,24657.0,FIRST AMFED CORP,FAMF,318604105,6035.0,522120.0
0007840110,19965.0,POPE RESOURCES/DE  -LP,POPE,732857107,800.0,113110.0
0007840120,13512.0,GENTERRA CAPITAL INC,GNTRF,37252D108,6510.0,5311.0
0007840140,61113.0,AMER INSD MTG SER 86  -LP,AIJ,02686F103,6799.0,523999.0
0007840550,14754.0,PILGRIM AMER BANK & THRIFT,PBS.2,720904101,6726.0,525990.0
0007841990,27823.0,ARTIVION INC,AORT,228903100,3842.0,339113.0
0007842590,12927.0,STATESWEST AIRLINES,3SWAL,857657407,4512.0,481111.0
0007842750,27926.0,BROCK CANDY CO  -CL A,BRCK,111624102,2060.0,311330.0
0007845390,184580.0,EACO CORP,EACO,26824A205,5065.0,423690.0
0007846810,123834.0,CSC HOLDINGS LLC,CVC1,12699Z004,4841.0,515210.0
0007846830,11973.0,OLIVERS STORES INC,5264B,681002101,5651.0,448140.0
0007847210,14554.0,SENSORY SCIENCE CORP,VCR.3,81726X100,3651.0,334310.0
0007847700,11907.0,DPAC TECHNOLOGIES CORP,DPAC,233269109,3674.0,334413.0
0007848630,19021.0,PEKIN LIFE INSURANCE CO,PKIN,705634103,6311.0,5241.0
0007849320,28577.0,SURETY CAPITAL CORP,SRYP,868666207,6020.0,522110.0
0007849550,12165.0,GARDENAMERICA CORP,GACO.,365473107,3824.0,334514.0
0007849570,12863.0,GRANDVIEW RESOURCES INC,GNDWF,38681K101,1040.0,21222.0
0007849580,15412.0,TREND VISION TECHNOLOGIES,3TVTGE,894911106,3690.0,335999.0
0007849610,116806.0,VDC COMMUNICATIONS INC,VDCI,91821B101,4813.0,513310.0
0007849770,12428.0,PORTLAND GENERAL ELECTRIC CO,POR,736508847,4911.0,2211.0
0007850220,13220.0,KIRSCHNER MEDICAL CORP,KMDC,497660100,3842.0,334510.0
0007850370,9015.0,REFLECTONE INC,RFTN,758657100,3690.0,333319.0
0007850800,12102.0,CENTURY COMMUN  -CL A,CTYA,156503104,4841.0,513220.0
0007850810,62683.0,VIRAGEN INTERNATIONAL INC,VRGE,927637306,2836.0,325414.0
0007851610,12589.0,ENCOMPASS HEALTH CORP,EHC,29261A100,8060.0,622310.0
0007851860,12090.0,DURATEK INC,DRTK,26658Q102,4955.0,562211.0
0007853210,12847.0,CREATIVE TECHNOLOGIES CORP,CRTV,225290402,5020.0,421220.0
0007855410,12678.0,CONCURRENT COMPUTER CORP,CCUR.,206709107,3571.0,334111.0
0007855460,11908.0,IFR SYSTEMS INC,IFRS.,449507102,3825.0,334515.0
0007855570,12304.0,DLH HOLDINGS CORP,DLHC,23335Q100,8090.0,621999.0
0007855620,21345.0,RAM VENTURE HOLDINGS CORP,RVHC,751315201,2320.0,315211.0
0007856310,12137.0,PAN AMERICAN MORTGAGE CORP,PMCO.,697852101,6162.0,522292.0
0007857860,12945.0,PLEXUS CORP,PLXS,729132100,3672.0,334412.0
0007857870,11903.0,AEP INDUSTRIES INC,AEPI,001031103,3081.0,326113.0
0007857900,12520.0,DIGITEXT INC,DIGTE,253894109,3579.0,333313.0
0007858130,17753.0,CENTURY BANCSHARES INC,CTRY,156436107,6020.0,522110.0
0007858140,23946.0,INTEGRATED HEALTH SVCS INC,IHSVQ,45812C106,8051.0,623110.0
0007858190,12094.0,ELECTRIC & GAS TECHNOLOGY,ELGT,284853306,3310.0,331221.0
0007858520,6985.0,MANAGEMENT ASSISTANCE LIQ TR,3MALUZ,561671504,3571.0,334111.0
0007858540,19794.0,UTD FED SVGS BK ROCKY MT NC,UFRM,910272103,6035.0,522120.0
0007858550,14724.0,ITALY FUND INC,ITA.2,465395101,6726.0,525990.0
0007859290,12147.0,AIFS INC,6805C,001366939,8200.0,61.0
0007859310,11974.0,GOOD GUYS INC,GGUY,382091106,5731.0,443112.0
0007859380,12596.0,ARYT INDUSTRIES LTD,ARYTF,M1500S107,3480.0,332993.0
0007859390,12737.0,CRAFTMATIC INDUSTRIES INC,3CRCC,224128108,2510.0,337910.0
0007859560,12825.0,J & J SNACK FOODS CORP,JJSF,466032109,2050.0,311812.0
0007859600,2102.0,BEATRICE COS INC,4708C,074077934,2000.0,311.0
0007859620,11866.0,LAMONTS APPAREL INC,FOAM,513628404,5651.0,448140.0
0007859680,66228.0,MILLER ENERGY RESOURCES INC,MILLQ,600527105,1311.0,211111.0
0007859700,14569.0,EFI ELECTRONICS CORP,3EFIC,268428208,3620.0,335999.0
0007860350,14714.0,LIBERTY ALL-STAR GROWTH FUND,ASG,529900102,6726.0,525990.0
0007860500,13389.0,MERIDIAN POINT REALTY TR VI,MPF.1,589952100,6798.0,525930.0
0007860520,13111.0,IPM INC,3IPMIE,449816206,5030.0,444190.0
0007861100,28018.0,GYMBOREE CORP,0160A,40399H008,2300.0,3152.0
0007861300,11971.0,TYCO TOYS INC,TTI.4,902128107,3944.0,339932.0
0007861560,14680.0,SUMMIT TAX EXEMPT BOND,SUA.1,866269103,6726.0,525990.0
0007861600,12305.0,TELECOMMUNICATIONS NETWORK,TNII,879285104,7389.0,541990.0
0007862830,14991.0,PRAIRIE PACIFIC ENERGY CORP,PRPEF.,739651107,1311.0,211111.0
0007862980,110243.0,FORESIGHT FINANCIAL GROUP,FGFH,345526107,6020.0,522110.0
0007863440,14192.0,GAINSCO INC,GANS,363127309,6331.0,524126.0
0007863640,65279.0,DISCAS INC,3DSCSE,254607104,3080.0,325991.0
0007863680,109181.0,CHINA RITAR POWER CORP,CRTP,169423100,3690.0,335911.0
0007864220,13132.0,DELBANCOR INDUSTRIES INC,6201B,24659E103,1311.0,211111.0
0007864230,11980.0,GLENEX INDUSTRIES INC,3GLXIE,37856E106,1311.0,211111.0
0007865330,12693.0,OLYMPIA BROADCASTING CORP,OBCCC,681455101,4832.0,513111.0
0007865570,12397.0,LIPOSOME CO INC,LIPO.1,536310105,2836.0,325414.0
0007866170,12409.0,HUDSON FOODS INC  -CL A,HFI.2,443782107,2015.0,311615.0
0007866180,14851.0,ATLANTIC EXPRESS,3ATEXE.,048901607,4100.0,4851.0
0007866200,31055.0,CIMETRIX INC,CMXX,17185E308,7372.0,511210.0
0007866230,21424.0,ADVANCED VIRAL RESEARCH CORP,ADVR,007928104,2834.0,325412.0
0007867140,2861.0,CENTRAL REALTY INVESTORS INC,3CMRT,155052103,6798.0,525930.0
0007867650,13193.0,BUTLER INTERNATIONAL INC,BUTLQ,123649105,7363.0,561320.0
0007867670,12157.0,DEL PAINT CORP,8110B,245282108,2851.0,325510.0
0007867710,62132.0,VIDEOLOCITY INTL INC,VCTY,92658Y206,8742.0,541611.0
0007868150,13094.0,INNOVATIVE SHIPPING SYS INC,CSLI,22675T104,4210.0,333311.0
0007868360,25058.0,CURAFLEX HEALTH SERVICES INC,CFLX,231263104,8082.0,621610.0
0007868770,13690.0,HILLS STORES CO,HDS.1,431692102,5331.0,452990.0
0007869470,11929.0,ACURA PHARMACEUTICALS INC,ACUR,00509L802,2834.0,325412.0
0007869980,132405.0,MATRIXONE INC,MONE.1,57685P304,7372.0,511210.0
0007870160,12951.0,BILDNER (J.) & SONS INC,JBIEQ,090018102,5411.0,445110.0
0007870300,150284.0,VISTACARE INC,VSTA.1,92839Y109,8082.0,621610.0
0007870750,16836.0,FIRST FINANCIAL HOLDINGS-OLD,FFCH,320239106,6020.0,522110.0
0007872500,3814.0,DPL INC,AES5,23399M003,4911.0,2211.0
0007872510,151364.0,CHINA NORTH EAST PETRO HLDG,CNEP,16941G102,1311.0,211111.0
0007872530,13765.0,NATURAL ALTERNATIVES,NAII,638842302,2834.0,325412.0
0007874260,15256.0,CARDINAL TECHNOLOGIES INC,7142B,141551101,3990.0,33999.0
0007875200,20118.0,ESKIMO PIE CORP,EPIE,296443104,2080.0,311999.0
0007876480,29899.0,TEXAS REGL BCSHS INC  -CL A,TRBS,882673106,6020.0,522110.0
0007876900,65177.0,KING POWER INTL GROUP LTD,KPG,495611105,5990.0,453998.0
0007877840,64839.0,AMERICAN RETIREMENT CORP,ACR.1,028913101,8300.0,623312.0
0007877930,12455.0,HOME THEATER PRODS INTL INC,HTPI,437373103,3651.0,334310.0
0007878090,11934.0,MIKRON INFRARED INC,MIKR,59862R103,3823.0,334513.0
0007878490,60823.0,YARDVILLE NATIONAL BANCORP,YANB,985021104,6020.0,522110.0
0007879120,12418.0,COMMNET CELLULAR INC,CELS,202604203,4812.0,513322.0
0007879760,13134.0,WELLCOME PLC,WEL.1,949478200,2834.0,325412.0
0007879770,12261.0,ALEX BROWN INC,AB.3,013902101,6211.0,523110.0
0007880430,12239.0,VWR SCIENTIFIC PRODUCTS CORP,VWRX,918435108,5040.0,421490.0
0007881340,19878.0,WAYNE BANCORP INC/OH,WNNB,944293109,6020.0,522110.0
0007881760,12542.0,TRANSFORM LOGIC CORP,3TLOG,893658203,7372.0,511210.0
0007883060,11946.0,GENERAL COMPUTER CORP INC,GCCC.1,369386107,7374.0,514210.0
0007883290,13906.0,JOHNSON OUTDOORS INC  -CL A,JOUT,479167108,3690.0,336320.0
0007883300,13119.0,BEAUTICONTROL COSMETICS INC,BUTI,074655101,2844.0,325620.0
0007883400,21986.0,TECHNICAL VENTURES INC,FUNN,031146103,2821.0,325211.0
0007883410,13272.0,UMB EQUITIES INC,UMBE,902779107,6500.0,531.0
0007885080,12579.0,NEWS AMERICA HOLDINGS CO,4302B,652478108,2711.0,511110.0
0007885880,12584.0,HOME CENTERS INC,HCENQ.,437062102,5700.0,443111.0
0007885920,12121.0,UNIVERSAL MATCHBOX GROUP LTD,UMG.1,913730107,3944.0,339932.0
0007886110,185587.0,NEXTTRIP INC,NTRP,826598609,7372.0,513210.0
0007887380,13569.0,AXIA GROUP INC,AIGI,04315X109,3531.0,333923.0
0007887840,8810.0,PUBLIC SERVICE ENTRP GRP INC,PEG,744573106,4931.0,22111.0
0007887900,14179.0,SIPCO INC,5097A,829633007,2011.0,311611.0
0007888130,15712.0,PLM EQUIPMENT GROWTH FD  -LP,GFXPZ,693413106,4700.0,532411.0
0007888160,15171.0,OGLETHORPE POWER CORP,5685B,67799U933,4991.0,22111.0
0007888450,13261.0,CAPFILM INC,CAPF,139617203,3081.0,326113.0
0007888850,19152.0,PENNICHUCK CORP,PNNW,708254206,4941.0,221310.0
0007889020,14254.0,STRUCTOFAB INC,3STRUE.,863553103,3714.0,336211.0
0007889200,12458.0,PRO-DEX INC/CO,PDEX,74265M205,3841.0,339112.0
0007889510,11942.0,MOORE HANDLEY INC,MHCO,615762101,5072.0,423710.0
0007889550,13821.0,US REALTY PARTNERS  -LP,YYLRA,912440104,6513.0,531110.0
0007889640,4443.0,OHM CORP,OHM,670839109,4955.0,562211.0
0007889650,19129.0,HALLADOR ENERGY CO,HNRG,40609P105,4911.0,22111.0
0007889830,148310.0,PORTOLA PACKAGING INC,0282B,737008938,3089.0,326199.0
0007890190,12141.0,MICROSOFT CORP,MSFT,594918104,7372.0,513210.0
0007890290,102519.0,ORANGE FREE STATE INVTS LTD,OFSLY,684865207,6799.0,523999.0
0007890730,1408.0,BEAM INC,BEAM.2,073730103,2085.0,312140.0
0007890920,61982.0,INTERWEST HOME MEDICAL INC,IWHM,46114P209,8082.0,621610.0
0007890960,12072.0,GENERAL SCIENCES CORP,GSCX,370741100,7371.0,541511.0
0007891320,24853.0,SPECTRANETICS CORP,SPNC,84760C107,3845.0,334510.0
0007893180,21320.0,OBOCON INC,OBCN,674437108,3824.0,334514.0
0007893560,138321.0,CALIFORNIA PIZZA KITCHEN INC,CPKI,13054D109,5812.0,722110.0
0007893880,12144.0,SUNGARD DATA SYSTEMS INC,0139A,867364002,7372.0,511210.0
0007894560,12223.0,ROTHSCHILD (LF) HOLDINGS INC,5340A,778763003,6211.0,523110.0
0007894600,12471.0,WORLD KINECT CORP,WKC,981475106,5172.0,424720.0
0007894620,12369.0,ROYCE LABORATORIES INC,RLAB.,780909503,2834.0,325412.0
0007894680,12062.0,AMERICAN CPTL MGMT & RSCH,ACA.3,025018102,6282.0,523930.0
0007895470,14148.0,MCLAREN PERFORMANCE TECH INC,3MCLN.,581759107,3714.0,336312.0
0007895620,13373.0,SEACOAST HOLDING CORP,SECT.,81170X101,3600.0,3342.0
0007895650,12523.0,PROTOCOM DEVICES INC,3PRCME,743718108,7371.0,541511.0
0007895700,14418.0,MGM RESORTS INTERNATIONAL,MGM,552953101,7990.0,721120.0
0007895750,15184.0,GRENADA SUNBURST SYSTEMS CP,GSSC.1,397699109,6020.0,522110.0
0007895940,28847.0,MOXHAM BANK CORP,MOXB,624687109,6020.0,522110.0
0007896050,12190.0,TRADITIONAL INDUSTRIES,TRADE,892682204,5960.0,454390.0
0007896600,12156.0,PARIS CORP,PBFI.1,699556106,2761.0,323116.0
0007896700,16843.0,FIRST INDIANA CORP,FINB,32054R108,6020.0,522110.0
0007897480,3267.0,COMMUNICATION RESOURCES INC,4097B,203383104,2750.0,323119.0
0007897540,12052.0,TELEQUEST INC,TELQ,879491108,3661.0,334210.0
0007897580,12184.0,CAMBRIDGE ANALYTICAL ASSOC,CAAN,132147109,8734.0,541380.0
0007897590,16756.0,FAIRFIELD FST BK & TR CO/CT,FFLB,304360100,6020.0,522110.0
0007898470,14416.0,COPE INC,COPE,217208107,7373.0,541512.0
0007898510,14810.0,VITALSTREAM HOLDINGS INC,VSTH.,92847T209,7370.0,518210.0
0007898530,31001.0,TRACKER CORP OF AMERICA,TRKR,89234G105,9995.0,999990.0
0007898570,31125.0,CHINA PACIFIC INC,CHNAQ,169404308,3312.0,331111.0
0007898600,29205.0,YAYI INTERNATIONAL INC,YYIN,985290105,2020.0,311514.0
0007898630,12047.0,CAVALIER HOMES INC,CAV.2,149507105,2451.0,321991.0
0007898680,127644.0,FEIHE INTERNATIONAL INC,ADY,31429Y103,2020.0,311514.0
0007898690,12160.0,COMMUNICATION CABLE INC,CABL.,203378104,3357.0,335929.0
0007898770,62341.0,CHINA CONTINENTAL INC,CHCL,169372109,100.0,111940.0
0007898790,22120.0,ENSURGE INC,ESGI,293596300,1040.0,212221.0
0007898810,21300.0,RICA FOODS INC,RCFO,762582203,2015.0,311615.0
0007899320,12399.0,ALLURE COSMETICS LTD,3ALUR,020044103,2844.0,325620.0
0007899330,7938.0,NACCO INDUSTRIES  -CL A,NC,629579103,1221.0,212114.0
0007899430,6172.0,IES INDUSTRIES INC,IES.2,44949M103,4931.0,22111.0
0007899450,62032.0,LOTUS PACIFIC INC,OPTX.2,68384B108,3661.0,334418.0
0007899490,18909.0,EUROPEAN AMERICAN RESOURCES,EPAR,29874T108,1000.0,212.0
0007899510,16640.0,AMERICA FST PART PFD EQUITY,AFPFZ,023641103,6726.0,525990.0
0007899650,12422.0,DART DRUG STORES INC,3DDRQC,237413109,5912.0,446110.0
0007899660,13091.0,COIN PHONES INC,OPER10,192595106,4899.0,513390.0
0007899900,12851.0,COLOROCS CORP,3CLRXQ.,196807101,3861.0,333315.0
0007900230,61314.0,PACIFIC AEROSPACE&ELECTR INC,PARO,693758500,3360.0,331524.0
0007900240,64720.0,CHINA SHEN ZHOU MINING & RES,CSHZ,16942H109,1400.0,212393.0
0007900250,61674.0,CAPITAL MEDIA GROUP LTD,CPMG,140308107,4833.0,513120.0
0007900440,12195.0,LONG LAKE ENERGY CORP,EFSS,30227A101,4991.0,221119.0
0007900510,2771.0,CARLISLE COS INC,CSL,142339100,2950.0,324122.0
0007900660,64605.0,GLOBAL ECOLOGY CORP,GLEC,37950A109,4950.0,562.0
0007900700,12053.0,EMC CORP/MA,EMC.2,268648102,3572.0,334112.0
0007900710,16813.0,ARISTOTLE CORP,ARTL.1,040448201,5110.0,424120.0
0007901590,15246.0,WHEELABRATOR TECHNOLOGIES,WTI.2,962901302,4991.0,221119.0
0007901680,16808.0,D S BANCOR INC,DSBC,232907105,6036.0,522120.0
0007901700,13711.0,ENERGEX MINERALS LTD,3EGEXF,292913100,6792.0,533110.0
0007901830,17027.0,PROGRESS FINANCIAL CORP,PFNC,743266108,6035.0,522120.0
0007902020,14705.0,FIRST OPPORTUNITY FUND INC,FOFI,33587T108,6726.0,525990.0
0007902280,61462.0,SPECIALIZED HEALTH PRODUCTS,3SHPI,847461100,3089.0,326199.0
0007902300,12495.0,IL INTERNATIONAL INC,3ILIL,449658103,3640.0,335121.0
0007902380,13811.0,TELETIMER INTL INC,3TLTME,879925204,6794.0,533110.0
0007902720,13034.0,NAVTECH INC,3NAVH,63935Q100,7373.0,541512.0
0007902730,61888.0,CONECTISYS CORP,CONC,206827404,9995.0,999990.0
0007902740,14598.0,CREATIVE MEDICAL SYSTEMS INC,CRMD30,22528J303,3845.0,334510.0
0007903030,14456.0,BP AMERICA INC,BP2,055625008,2911.0,324110.0
0007903070,14041.0,SONORA DIAMOND CP LTD,3SONNF,G82719108,1400.0,2123.0
0007903590,19094.0,N B T BANCORP INC,NBTB,628778102,6020.0,522110.0
0007903600,12173.0,SAMUELS JEWELERS INC,SMJWQ,796060101,5944.0,448310.0
0007903620,22216.0,NATIONAL BANCSHARES CORP/OH,NBOH,632592101,6020.0,522110.0
0007903720,12169.0,M S CARRIERS INC,MSCA.1,553533100,4213.0,484121.0
0007903730,12835.0,ALYX MEDICAL INSTRUMENTS INC,5713B,022612105,3845.0,334510.0
0007903750,13616.0,SECOM GENERAL CORP,SECMZ,813112307,3540.0,333514.0
0007904060,12380.0,MERRILL CORPORATION,MRLL,590175105,2750.0,32311.0
0007904110,13826.0,VISTA ORGANIZATION PTRS  -LP,TVOPZ,928376102,7812.0,512110.0
0007904140,12122.0,GOTTSCHALKS INC,GOTTQ,383485109,5311.0,452111.0
0007904230,12225.0,WORLDWIDE COMPUTER SVCS INC,WCSI,981556103,7363.0,561320.0
0007904980,13016.0,DATA TRANSMISSION NETWORK,DTLN,238017107,7370.0,514191.0
0007905000,14667.0,ABRDN ASIA PACIFIC INCOME FD,FAX,003009867,6726.0,525990.0
0007905230,5924.0,IWC RESOURCES CORP,IWCR,450712104,4941.0,221310.0
0007905260,13071.0,RADNET INC,RDNT,750491102,8071.0,621512.0
0007905550,24285.0,SIERRAWEST BANCORP,SWBS,826527103,6020.0,522110.0
0007906070,12162.0,TELESIS SYSTEMS CORP,TLSS.1,879922102,3577.0,334119.0
0007906500,9861.0,SOUTHERN NEW ENG TELECOMM,SNG.1,843485103,4813.0,513310.0
0007906520,30928.0,IMAGING DIAGNOSTIC SYSTEMS,IMDS,45244W308,3845.0,334510.0
0007907030,12171.0,TECH DATA CORP,TECD,878237106,5045.0,423430.0
0007907040,13222.0,COLUMBIA WESTERN INC,CLMW10,198902108,4955.0,562112.0
0007907050,12212.0,TEKELEC,TKLC,879101103,3663.0,334220.0
0007907060,12515.0,GOLDEN BOOKS FAMILY ENTMT,GBKF,380804203,2731.0,511130.0
0007907100,13284.0,BERES INDUSTRIES INC,BERS,083698100,3089.0,326199.0
0007907150,12234.0,SIGMA DESIGNS INC,SIGM,826565103,3674.0,334413.0
0007907300,1593.0,AMERON INTERNATIONAL CORP,AMN.2,030710107,3270.0,327390.0
0007907330,13422.0,HALIS INC,3HLIS,405887100,6411.0,524291.0
0007908120,12802.0,MUNICIPAL DEVELOPMENT CORP,3MUNIE,625912100,9995.0,999990.0
0007908130,12159.0,CAPITAL WIRE & CABLE CORP,CWCC,140530106,3357.0,335929.0
0007908150,12172.0,FRETTER INC,3FTTRE,358321206,5731.0,443112.0
0007908160,13562.0,BRANDYWINE REALTY TRUST,BDN,105368203,6798.0,531120.0
0007908170,13730.0,BANYAN STRATEGIC REALTY TR,BSRTZ,06683M102,6798.0,525930.0
0007908180,12189.0,X-RITE INC,XRIT,983857103,3861.0,333315.0
0007908460,13185.0,MIRTRONICS INC,3MNTCE,604921106,3669.0,334290.0
0007908830,12767.0,OVABLOC INC,3OVAB,690134101,3841.0,339112.0
0007909200,13298.0,DIGITAL DIAGNOSTIC SYSTEMS,DDSI.,253906101,8071.0,621512.0
0007909280,16661.0,AMERICAN TRAVELLERS CORP,ATVC.1,030290100,6321.0,525190.0
0007909290,6038.0,INTERLAKE CORP,IK,458702107,2540.0,337215.0
0007909320,12158.0,CHARIOT GROUP INC,CGRU,159632108,3442.0,332321.0
0007909330,14357.0,GMX COMMUNICATIONS INC,3GMXCE,361911100,1700.0,235.0
0007909360,12235.0,UNIVATION INC,3UNVI,913354106,7373.0,541512.0
0007909400,12287.0,SHELLY ASSOCIATES INC,SHLY,822824108,5065.0,421690.0
0007909480,13849.0,HEALTHTRAC INC,HTAC,42226R100,7374.0,518210.0
0007909840,12208.0,WEBSTER CLOTHES INC,WEBS.1,947800108,5600.0,4481.0
0007909880,19158.0,PENNROCK FINANCIAL SVCS,PRFS.1,708352109,6020.0,522110.0
0007910100,12431.0,PSE INC,POW.1,693615106,8711.0,541330.0
0007910130,12240.0,PRIME CAPITAL CORP,PRME10,741910103,6172.0,522220.0
0007910140,12300.0,MAIL BOXES ETC,MAIL.,560310104,6794.0,533110.0
0007910240,12672.0,HOME SHOPPING NETWORK,3HOSN,437351109,5961.0,454110.0
0007910270,14920.0,TROPIC AIR CARGO INC,3TRPCE,897069209,4512.0,481112.0
0007910480,12682.0,ARBOR DRUGS INC,ARBR.1,038760104,5912.0,446110.0
0007910500,12183.0,PHOTOWORKS INC,3PHTW,71940B208,7384.0,812921.0
0007910560,12271.0,NORTHEASTERN MORTGAGE CO INC,NM.2,664471109,6162.0,522292.0
0007911150,107723.0,COACH INDUSTRIES GROUP INC,CIGIQ,18975Y108,6331.0,524126.0
0007911620,13271.0,STERLING INC,STRL.1,859359101,5944.0,448310.0
0007911640,21962.0,HEALTH MANAGEMENT/DE,3HMIS,42219B104,5912.0,446110.0
0007911820,12221.0,GANTOS INC,GTOS.1,36473U204,5621.0,448120.0
0007912190,123102.0,SONUS COMMUNICATION HOLDINGS,SNHDQ,83569E108,4813.0,513310.0
0007912350,13275.0,ALTERNATIVE HEALTH CARE SYS,AHCSE,021452107,8011.0,621111.0
0007912430,12204.0,CIMCO INC,CIMC,171842107,3080.0,326.0
0007912540,17044.0,MID SOUTH INSURANCE CO,MIDS.1,595433103,6321.0,525190.0
0007912620,12795.0,UNITED INVESTORS MGMT CO,UTD,910740109,6282.0,523920.0
0007912690,3022.0,CHRYSLER CORP,C.3,171196108,3711.0,336111.0
0007912980,15125.0,CORFACTS INC,CFCC,218700102,7389.0,561422.0
0007913470,12332.0,AMERICAN CABLESYSTEMS  -CL A,ACN.3,024812109,4841.0,513220.0
0007913480,6797.0,LONE STAR TECHNOLOGIES,LSS,542312103,3317.0,331210.0
0007913500,29257.0,HALSTEAD ENERGY CORP,3HSRC,406417204,5900.0,454311.0
0007913980,12366.0,EOS INTERNATIONAL INC,EOSI,26877P109,5960.0,454390.0
0007914400,14242.0,ANSELL LTD,ANSLY,03634M208,3842.0,339113.0
0007914450,14902.0,TRUMP PLAZA FUNDING INC,5529B,898171103,7990.0,721120.0
0007914500,12222.0,SPORTSMANS GUIDE INC,SGDE,848907200,5961.0,454111.0
0007914530,12217.0,PERCEPTION TECHNOLOGY CORP,PCEP,713608107,3661.0,3344.0
0007915190,15521.0,STAPLES INC,SPLS,855030102,5110.0,424120.0
0007915280,12811.0,WENDT BRISTOL CO,WNDT.,950581108,5122.0,422210.0
0007915310,13633.0,KOOR INDUSTRIES LTD,KORIY,500507108,9997.0,999977.0
0007915940,25563.0,STRATACOM INC,STRM.1,862683109,3661.0,334210.0
0007916810,13563.0,RESIDENTIAL MORTGAGE INV INC,RMI.3,761111103,6798.0,525930.0
0007917040,65633.0,N2K INC,NTKI.1,629427105,5961.0,454110.0
0007917140,13209.0,ALPINE LACE BRANDS INC,LACE,020837100,5140.0,422430.0
0007917160,13731.0,MALIBU CAPITAL CORP,5772B,561180100,1381.0,213111.0
0007917180,14710.0,EUROPEAN EQUITY FUND INC,EEA,298768102,6726.0,525990.0
0007917260,12255.0,LINCOLN FOOD SERVICE PRODS,LINN.,533580106,3580.0,333.0
